"i0" "birth" "q_b" "q_mu" "Iv_0" "delta" "w_h" "phi"
"1" 3791.80662779624 14245.7036068563 0.052493639199175 6.62736947025122 996.608125728703 0.0150733493918317 0.158861119714957 0.178142196155197
"2" 9191.62889771191 8722.23552630152 0.068990471612669 6.81287722126068 826.188130446843 0.0114010069834516 0.212374169782167 0.248738596111376
"3" 982.107686982207 10208.2955989169 0.132048440145215 9.14723098758167 464.097320099159 0.0772380152858668 0.343165338804253 0.347797348795236
"4" 4673.19346408647 8093.42585296573 0.0663058450814732 5.11027400861517 407.672767892236 0.0305761004335576 0.332800124385915 0.155739064127684
"5" 7263.11305633974 13949.3558272687 0.0478963821724562 5.36928426779459 871.86015734974 0.0177276972188848 0.173231843720266 0.31031922638153
"6" 2486.81209483465 5969.15400614009 0.117928033982334 7.3939799650131 1744.5991032855 0.0534356127992462 0.17244133259551 0.179132700425177
"7" 4226.88122600063 13731.3563688914 0.0680454544220379 7.53736553844348 520.525616131504 0.0104269339942312 0.107382529681766 0.249851783590659
"8" 6345.00924440131 13025.7603784502 0.049705749445433 5.84763439399485 805.416798961995 0.0178882300780037 0.279782098432648 0.119658325948148
"9" 1538.82920066172 2539.522349481 0.222163675475196 6.94489357563461 321.64809711876 0.0147897582336788 0.381662223443053 0.24651140524142
"10" 7437.9663400466 10637.0349214858 0.0252527701953159 2.75105781472078 664.804417425771 0.0222973021330157 0.118207056956625 0.120003443427303
"11" 2377.92938904184 8357.15594083148 0.0794817752556131 6.06831943504577 561.739246897744 0.033214398274356 0.1962458725056 0.380097164734272
"12" 3514.15470140732 13177.3267291767 0.00873683106365362 0.73160884988927 1167.38044731586 0.0120176413855521 0.147454405800494 0.22707275478909
"13" 3643.66492613022 7554.55315331516 0.0660095983735633 5.2604537755662 602.572541662219 0.0131016644780475 0.253470713715292 0.142086292351648
"14" 9468.16983375977 12026.0550427032 0.0230457916391736 2.75740117918938 1152.49417276059 0.0186778447917248 0.28603442637345 0.19833147411533
"15" 3014.92464207322 3975.72015821684 0.0614934463843663 2.75074126999386 599.835637553137 0.00880533373776936 0.0657195289528394 0.162600071863802
