"i0" "birth" "q_b" "q_mu" "Iv_0" "delta" "w_h" "phi"
"1" 8335.79820057188 13.2945298753169 0.00393976152075832 0.0299633582891327 477.155611296327 0.00639295597299564 0.285394477676187 0.0224129229757461
"2" 2691.80021763866 989.55169599658 0.147428179474807 5.33933006202024 375.513194365659 0.0262226662495505 0.115427692425096 0.208026794504276
"3" 586.935178206753 1208.3433059755 0.179349203446509 5.88159466335641 573.119087581062 0.0118796335285881 0.533330459981735 0.0544734809817193
"4" 499.211484163759 855.770915066148 0.161065965439676 3.90193822314485 252.965875319512 0.0163333079158286 0.27742638029681 0.0954555706582728
"5" 193.141202653821 759.058467048268 0.369325712158494 9.02633233787684 377.082666449915 0.0236213505646157 0.15898689987684 0.0812410274358466
"6" 389.343830912512 853.16822791665 0.141160227340847 3.45289479183501 244.788124998121 0.0315327290683065 0.380831219055638 0.0726205409259065
"7" 1134.08094329483 1514.60204687106 0.0682795637119391 2.61580371593857 243.323390420631 0.0197124731768906 0.186741270114159 0.0634209437716699
"8" 8956.32270607734 3425.71392371886 0.0787736305656972 6.39142531674869 524.213146320405 0.0147783364872575 0.114998593771878 0.0631394648883295
"9" 9819.86518529167 1.04067959839649 0.00385055930275356 0.031389231817598 383.007792285254 0.0261786154887563 0.139547313239938 0.0437823125338117
"10" 2232.37722505268 968.327299095306 0.12934214821309 4.6645161762481 491.688644202132 0.0437218778098112 0.0874096454848365 0.185432390361281
"11" 2556.90563948363 1574.57424092748 0.100537187029074 4.27508014590435 290.747570511287 0.0327032529153737 0.237095088326299 0.0562640012237829
"12" 9166.00783397912 366.548855968514 0.00383710073800202 0.067487638701485 320.102285996273 0.0117241615772026 0.33851964608794 0.0246031713345602
"13" 2105.30131529316 810.533335088992 0.0247582977501948 0.578598910429657 327.195029983615 0.0321121773250844 0.330861612696214 0.110962255898525
"14" 9769.48780870079 1.29785362253538 0.00344297180094504 0.0237067769965246 505.873858247771 0.025334402928655 0.4484313337743 0.0191622900224269
"15" 9200.75341938983 94.7342773235572 0.00392318621831018 0.0369719394398421 451.265077351567 0.0251235620893439 0.192971083910972 0.028925450238566
"16" 864.888266658468 1004.56681400344 0.347363720363127 9.54904876484847 448.022842136112 0.0260700435690936 0.0606833875345478 0.138769101008075
"17" 9872.07672708672 8.83141276706627 0.0038365886377667 0.0355823136872969 695.882770285681 0.0435776734466911 0.327641722356544 0.0108788220524197
"18" 1712.48345233003 1797.0748077892 0.0789454204824128 3.50976776556624 634.070585305916 0.0270662866026448 0.0929358919932671 0.112937384758719
"19" 4992.91811235624 450.42971903948 0.207058515883159 3.59578096116145 477.580501472072 0.0169758471690121 0.0837408631876356 0.223937563495688
"20" 6238.69817705254 11.2147681848566 0.00405282753725611 0.0379641637840495 891.469457424541 0.0176087475741884 0.171808453077679 0.0389531982071594
"21" 9947.82831348132 246.34853124544 0.00346727944255721 0.0495840466592744 1300.85450692968 0.0408054882910234 0.177397208818966 0.0241941738763632
"22" 9224.59626729181 43.4080596345133 0.00354427069656783 0.0291591799008705 732.602554338965 0.0333838539714008 0.0971266051320384 0.0433513929000749
"23" 3114.23486880335 2548.05128524196 0.104011862710002 5.50558744043069 571.298176309143 0.0165142702115169 0.174091023649381 0.108822477149107
"24" 6362.63011998997 2046.77530842888 0.108767871070028 5.80289976051894 629.22838595081 0.0261834267524881 0.220028218278977 0.139218552860534
"25" 1725.82469287802 1083.70036077362 0.221508837973375 6.92767825942639 414.392519490861 0.0221370515436474 0.30368082118028 0.0676458683637977
"26" 481.745786761896 955.980621666298 0.0385026650864751 1.15065439548976 474.094340619014 0.0113027673283252 0.178090202509935 0.0724442353076221
"27" 9946.44406614005 357.906156347878 0.00395909754976492 0.0668437205619542 1071.79010097271 0.0415685345579223 0.265604298761076 0.0190592152452881
"28" 6128.5696471444 2904.57972002053 0.0887634576816202 6.2489316263582 435.772646687716 0.0194068577239432 0.205787335212631 0.0570653884096004
"29" 8375.74250432392 40.0397559860171 0.00356993732764294 0.0295675788480255 616.021983693116 0.0145818292173767 0.184521587633104 0.0568180743116342
"30" 9835.15859360531 327.100326883211 0.00389860876792194 0.0602559136822252 356.879901890112 0.0183889774450968 0.288000214767709 0.0131083270982498
"31" 2194.3629998237 1566.83305086401 0.221985518220104 9.0559940218236 346.532950825867 0.00938485973647553 0.114823645993429 0.0376670526320185
"32" 7359.62593130343 665.754198372028 0.00502505502272128 0.12682625590956 790.124880772089 0.0316134870417602 0.458014224495642 0.0421171581869269
"33" 9542.41902753308 9.93788367090268 0.00356344401007908 0.0282782664954451 654.153843062204 0.0216842984494306 0.10515125073009 0.00977079420915973
"34" 2427.6084636835 1173.54239302073 0.168051773272307 5.49426554053347 287.971928705031 0.0388989819627221 0.1726062875753 0.0594787122165394
"35" 9323.55285870851 2.27913999230673 0.0040320495876642 0.036874303660353 489.669685158677 0.035439037324383 0.318756827983418 0.0299779263618942
"36" 2593.25898530548 1325.78566704053 0.167637139506298 6.21406020346165 503.714439326487 0.0159032799925355 0.342654262376088 0.0906031552205851
"37" 1387.47617004301 925.495685264338 0.284844953092927 7.24578957242508 554.142623497043 0.0254607737441563 0.0957500470490912 0.121734324455452
"38" 2476.15691378127 1545.70886537807 0.205895925681917 9.25835261532142 539.448105350377 0.0195393170748719 0.172650551652458 0.133130377644916
"39" 9435.81720756861 2.25348517534066 0.00381596044055854 0.0284212365194065 511.970901365319 0.0192154218271451 0.091794952776325 0.0114580079538591
"40" 9242.74063362565 5.26904531338704 0.00356570880993333 0.0254130208857183 428.594131733107 0.0161687400996218 0.112797964764012 0.0243536632214878
"41" 9904.4722719769 369.929680831142 0.00333425903364071 0.0576958506186039 1595.55461226077 0.0429544617976646 0.279031813912534 0.0282913271369806
"42" 9639.95695093439 2.53956046703837 0.00344760484572905 0.0245503422715497 362.449750880543 0.00746060173753036 0.199381850700478 0.0109928067131348
"43" 7411.31438336745 21.6077698856294 0.00390379164763575 0.0320400143209399 505.378457279167 0.00924160051151232 0.169986600354003 0.0172795620616899
"44" 9774.76888578596 2.28133717568874 0.003822033496443 0.0314496169148715 944.39403469693 0.0189183048233564 0.189941342575318 0.0165142897794722
"45" 9816.66224683478 7.69497386073943 0.0040628859893056 0.0318979799757246 352.691236136137 0.0134231814484142 0.294343318729361 0.0153298273133501
"46" 9930.03244827483 372.351229502372 0.00408185946502431 0.0746485685266847 94.1897702454409 0.0532917500965072 0.210112430977531 0.0206232780698733
"47" 9982.64616109804 59.7055885986342 0.00390410891452918 0.0386215541172749 424.467162150885 0.0270131162711579 0.467289675202559 0.0117250063352901
"48" 5245.63660180594 471.868066136965 0.0048188709986946 0.086047333377977 511.729309431536 0.0263926550706243 0.108641664378092 0.0355550280637438
"49" 9607.38264470632 166.228615706723 0.00370686038760375 0.0459889419029334 441.059535865221 0.020455953311384 0.186670905781463 0.0220248736415654
"50" 9939.88901737846 1.02235005751573 0.00380875828581086 0.0300678573712783 442.541015420577 0.0257061446033596 0.102438386415336 0.0151139516403966
"51" 1465.83754457344 1175.73558225733 0.187036437705036 6.5047425087816 324.913668782954 0.0377010433583436 0.258120938021421 0.277600863456757
"52" 9935.39780393924 362.331789772096 0.00423851045614255 0.073175610351013 97.4817190368081 0.0535908709111078 0.216274099752796 0.0216390317659677
"53" 938.894296922788 1259.76927917597 0.243661673817706 8.06315401723772 335.313728733605 0.0128918085781594 0.165813395888591 0.0500948116689662
"54" 9855.41891005356 4.26324513559792 0.00338492728596872 0.0247958466111158 1062.79553580444 0.0448137528647003 0.412003335742323 0.0103222105418435
"55" 1026.74701019651 1549.50512327879 0.0721721793045878 2.68237479548763 454.032307739951 0.0330752428292552 0.206712985384954 0.0476707246255822
"56" 3318.09435247181 1068.23066795315 0.15705266421518 4.91952869934547 255.899658975626 0.00858420312897881 0.265695348650983 0.107529256698133
"57" 9980.92905484715 172.180016126138 0.00383034495704022 0.0454773759308698 839.746167301004 0.0421955617088737 0.606961251628913 0.0136629789499887
"58" 2425.50407272787 2225.45731435229 0.180334627628398 9.28863825343639 335.99952299284 0.0173745895756146 0.137123680321064 0.0892465305510827
"59" 2056.19242604725 1277.919616451 0.0824123603073429 3.08844552794642 258.469477629208 0.0174882770357373 0.242158467240646 0.089710115814796
"60" 9633.59718305125 1.89187875987107 0.00400671599772222 0.0336142647497283 382.19577532874 0.00725146240013576 0.182077958207823 0.0099992082631361
