"i0" "q_birth" "q_b" "Iv_0" "delta" "w_h" "phi" "q_kappa"
"1" 11388.4776070035 7.620735600955 19.6370945462179 431.833615823799 0.0209219893862118 0.150209883214098 0.0358948582292404 13.7582732030011
"2" 13676.7038459399 4.85351880259479 19.1572613008606 494.132217861095 0.0283215879788162 0.138987275945097 0.00918469583959402 1.72341422743234
"3" 13699.3158244225 0.644381507597638 12.7771519734934 1730.48119756552 0.0211912861079919 0.21730363417114 0.0283370965558238 3.2022202904301
"4" 6853.98057342152 1.48419881647401 12.1761006052942 2897.1839145443 0.0448136159214589 0.10834571610933 0.00689085863769362 19.4436907809655
"5" 10828.665079981 7.27714828529909 15.8031986612107 1202.99613305578 0.0265981870448387 0.182360994493933 0.0318566545066141 4.80240129051272
"6" 12362.5738196603 0.589104287055518 17.8579464316894 246.785041381634 0.0213428326997575 0.217353285557936 0.0266529880066168 10.3731590717058
"7" 11210.1385992007 1.91457988292397 17.1942176995844 707.54975284912 0.00763013214253928 0.189960745859065 0.0173966546437183 5.18440748345712
"8" 16884.1451539381 0.39850064447894 19.470603750272 308.994617215501 0.00969928889145402 0.0973529282332212 0.0168471190378258 0.952251624332671
"9" 9206.09575464654 3.13981860839858 18.6019723474708 849.276633321363 0.0117969112079914 0.142689226451126 0.0127098932509865 15.262233716575
"10" 14937.6990570862 2.58398780404414 14.529852964759 746.574037248689 0.0142275528083305 0.186932907276622 0.015077158738766 2.8462532592289
"11" 10078.0671486289 0.922012017058121 16.5809519391491 952.064340033968 0.0121682278975689 0.154663297320762 0.00739686025265953 9.70658378673716
"12" 10058.8711136053 3.51725314081554 16.1081231545326 1076.53091708233 0.031206629220306 0.161222785192159 0.00573005362029724 15.5342525587052
"13" 9946.18469288241 1.49196566304389 14.6506991308182 1627.80276477366 0.0262831948165468 0.208436232144588 0.00699326386393209 7.76587053587092
"14" 6680.88398096048 6.67927926253246 16.6056684182953 1581.86127685916 0.0194771932512226 0.216543285971604 0.0194776887187125 16.4824327464948
"15" 11569.4624962375 1.92218073390103 19.5504598542722 285.707747054713 0.0277040289755228 0.4555798248895 0.0129910384860237 11.6507801213283
"16" 12279.2552626261 3.38068202212571 18.7982047523244 503.786416626907 0.0170488546541997 0.11716485852429 0.0065848453207156 1.12913894903587
"17" 10835.2362343481 0.507383354061773 17.7840298775338 258.728021359291 0.0215721448375535 0.325177734020157 0.0135542354104951 12.8908170800588
"18" 10001.5498962478 9.52072457973044 19.3168855957782 444.180573045017 0.0152728948147085 0.186243370567132 0.0159574659794485 8.42435558543196
"19" 12064.5855529618 7.9167631399402 17.0383607642158 448.023456196401 0.0140711751161078 0.172330289203422 0.0211528701663861 7.33740427392634
"20" 14206.0764154399 6.36937574181998 19.9829910648225 164.244688844491 0.00743193881009596 0.147441479143048 0.020617913967393 2.37047472167265
"21" 11228.0427886155 9.45801465530784 18.6292348005676 473.603412016915 0.0185470253908087 0.227842204125367 0.0111522868132833 4.78769418708503
"22" 10497.7677552389 4.57403432892607 18.0772477249121 592.410903908606 0.019611804135124 0.351951646339551 0.0060444093087209 10.643020845401
"23" 9481.29382102842 2.67454011696002 16.8140276270082 1044.2205752345 0.00991293694007203 0.163831739895819 0.00658165408761038 8.37040902519518
"24" 9918.35419859324 2.16127726777017 16.1476590129548 911.672262386225 0.030224399581299 0.150561057697808 0.00421211820003425 13.348799952865
"25" 8825.57556087316 5.2113984358339 17.1888700343931 806.062392578076 0.0188949016511861 0.129833631055725 0.00987068784908024 11.2255476864771
"26" 8234.18437938538 3.81202730031964 15.5974686490319 1541.80050303468 0.0112623590136729 0.123513280287236 0.00667662376879605 7.71392094992894
"27" 8145.51080185887 4.32190386290649 17.3331931555729 935.688242251764 0.0200548843918353 0.122862055846766 0.0116145401806961 13.3159927865761
"28" 9133.68371826813 2.97901691869435 14.2345067120723 1514.87522703253 0.0181628305447883 0.119934719624587 0.0172799793017073 18.5574736721394
"29" 10494.3711785273 3.2375359653631 17.8489016029998 342.298472657347 0.0188600395942375 0.267668176331788 0.0120452981609603 5.01747795430985
"30" 9284.20789882892 4.93449799770092 19.2477097356894 630.410080133737 0.0166455161980806 0.0906114531881498 0.0149469635527991 8.09333415186187
"31" 11803.0313355711 0.0563179804839794 17.5595776601189 421.404284989824 0.0167358230562519 0.255877054077857 0.021879858096918 16.7345601825053
"32" 10548.8297573769 1.34264691708906 16.4604767301015 829.21617552758 0.0282412705735717 0.219511044542463 0.0149202134614909 6.37687791097808
"33" 9746.60201629995 3.46487990875744 18.84711335121 374.545800960614 0.0236509822513029 0.198112902302599 0.0116927084023631 6.8250809398892
"34" 13919.6705720071 4.9555714468812 18.3922937099555 606.014650587482 0.032863624099676 0.0516175986318697 0.0141705937703662 0.73091226148734
"35" 10885.4718661758 6.04238596543408 17.413616239939 898.228012573224 0.0201329873220108 0.282189025284045 0.0107073439230735 12.0872703264256
"36" 11879.2804817712 0.655364297922302 16.814432856575 638.391759809495 0.0773278260797035 0.129406435113789 0.0237749883231201 4.7441475782344
"37" 12380.0746249269 3.63910084799146 16.1579971637574 1143.4027857539 0.0249096997511382 0.194835350126304 0.0443150685298365 1.44936096512422
"38" 16947.0574884647 3.57652006808144 15.5271753597104 321.189975501551 0.0136898181398442 0.251460284300378 0.0171611665873623 9.51642918289719
"39" 9343.76792708777 2.87119117751024 16.5611263898125 808.12651103124 0.0188953053079993 0.0748124864348232 0.0415920785142192 13.9890850980812
"40" 11091.9968548336 1.41196638016872 14.2282155331252 1266.92620255595 0.0184503884791141 0.256162526706817 0.0152296128677492 5.7565862263299
"41" 13384.2112262912 4.25162543913366 17.3021425970604 600.156418493938 0.00707803115410519 0.286981551460825 0.017814455496545 10.0357598886362
"42" 10850.0356452874 1.17088538926209 16.8621163071707 244.232356792355 0.0446676929593775 0.205141690980866 0.00661270914613014 8.12269036845552
"43" 8181.44109257786 9.23729606506748 17.7959091241591 1061.89826596166 0.012785381134984 0.254243820375803 0.0148318823853484 12.3084077585167
"44" 10217.3009787494 0.776132316769283 16.7897377389524 736.249424022458 0.00737800887512205 0.276856205558956 0.010663111427346 5.06719314927123
"45" 15731.6209137566 0.95311757323775 19.4766702771448 450.798533192194 0.0122939958608083 0.130260506816879 0.0280297869404343 6.00987053091439
"46" 11786.496125009 7.28663760323417 19.9554996349371 224.801291503172 0.0377009185766425 0.216654149952077 0.0192062893494473 16.2915903549926
"47" 12200.31939478 1.05257753477584 16.0250231235774 594.417420198409 0.0573191637375634 0.226764372753415 0.0114492216429725 5.94987356388755
"48" 9411.9335280783 1.35556533497374 16.5328683164122 1001.08988599406 0.0308051003057612 0.30443087758177 0.00791301999094523 4.58514650636398
"49" 11072.6453536912 0.936853895423399 19.6257968558347 290.291092572126 0.0192224748148209 0.109093788457331 0.0287907934617929 2.11122756740187
"50" 12602.5429338867 2.45427993788144 16.9929697664377 336.12696380874 0.0683169076588756 0.262715287402608 0.0110390147205525 3.85020821685637
"51" 12008.7643003331 1.31336602014153 15.2350865835582 934.559215990227 0.0177239097589649 0.0534038085462383 0.00772960517718099 8.22413650366198
"52" 10622.4726829919 0.805149319952468 13.8934374460781 1726.14579435867 0.0594629968399556 0.352502082840504 0.00770747248989566 1.80923017318117
"53" 14636.0860656607 4.85318354800452 19.8947850419382 430.191728609143 0.0100378997838442 0.271025631306408 0.0189027239095448 14.0921683135769
"54" 11049.0080980032 2.99778441584515 16.92035295997 470.543074966122 0.0242520562649925 0.15952742649557 0.0326893025342375 7.61534752009281
"55" 10601.7292399336 0.806010528399789 17.5711847884472 710.705473443107 0.0139560482628358 0.633205133668721 0.0165940164636669 13.9804765113885
"56" 13833.0137243242 0.832855353769566 15.8686466673475 330.406076688304 0.0355024079966723 0.096768506042312 0.00726268678936198 5.55246579059965
"57" 10034.2591368772 4.21396927459113 17.0535937219598 1273.88954324788 0.0288773328982692 0.195348487160208 0.0192704177624132 1.61963178948009
"58" 10091.5678760869 2.02755939142642 15.6521932069006 1025.13436603474 0.0274377587028862 0.26688895966579 0.00963314978261858 6.75218165386776
"59" 13693.8503987012 0.293856353892405 15.0592911831806 670.897098615325 0.0430628658298572 0.305037078104284 0.0149073775748922 11.3633642964389
"60" 17098.2875270835 1.80643573276588 17.1502559636263 631.338152501149 0.0226236561741896 0.181812009567119 0.0214679378470353 0.749685809056059
"61" 11067.7085518727 0.887523336559454 14.9846741695678 980.24583456438 0.0482083693756111 0.321396241658705 0.00874432960059028 5.94373766608319
"62" 11693.2081624103 1.0723790080679 17.7570996205661 214.219518842888 0.0211262608042627 0.792400122006427 0.00859998791980851 17.1320543839393
"63" 10402.4069764415 4.71809103684732 19.0916535720253 491.701418896763 0.0106823263058359 0.163264157965416 0.0237938360823727 6.99727057339753
"64" 7945.30254500129 2.66648543436497 16.604659473751 1164.85281556848 0.028275245885388 0.220773200487477 0.0106992839166808 19.4208001487665
"65" 11636.7613038277 3.22908417022108 18.6932741327399 252.878682104039 0.0148894564738363 0.22858322789686 0.0335738687840763 3.86430417709764
"66" 14597.7874383241 1.22547014671548 15.3042157267325 618.511418665821 0.0159747174891931 0.285145095757938 0.00962640985546865 6.34920926513559
"67" 10725.4112167181 0.20541791767897 12.5351902142065 1832.82087829631 0.0187311936633268 0.284310283654649 0.00912135928975428 5.69592926887801
"68" 11957.4774633644 3.54381713757343 16.7861052043676 419.301929016985 0.0429782275917153 0.0902141745813543 0.0105035906944851 8.96806674592865
"69" 11784.0574441473 2.18181994608662 19.5742656568277 588.093083148573 0.0485469235639849 0.31367114406613 0.00668954644883592 1.39808988485498
"70" 14054.7416672041 3.45687756288589 16.2860067370442 416.372149827724 0.0278318601776231 0.755104552214785 0.0126907194007076 7.66230114331535
